state,county,party,candidate,fraction_votes,latitude,longitude
TX,Sabine,Democrat,Bernie Sanders,0.284,31.324237333333333,-93.82833933333332
TX,San Augustine,Republican,Ted Cruz,0.451,31.4831,-94.147062
TX,San Augustine,Republican,Donald Trump,0.396,31.4831,-94.147062
TX,San Augustine,Republican,Marco Rubio,0.068,31.4831,-94.147062
TX,San Augustine,Republican,Ben Carson,0.028,31.4831,-94.147062
TX,San Augustine,Republican,John Kasich,0.015,31.4831,-94.147062
TX,San Augustine,Democrat,Hillary Clinton,0.83,31.4831,-94.147062
TX,San Augustine,Democrat,Bernie Sanders,0.141,31.4831,-94.147062
TX,San Jacinto,Republican,Ted Cruz,0.49,30.663025249999997,-95.17658625
TX,San Jacinto,Republican,Donald Trump,0.333,30.663025249999997,-95.17658625
TX,San Jacinto,Republican,Marco Rubio,0.079,30.663025249999997,-95.17658625
TX,San Jacinto,Republican,Ben Carson,0.034,30.663025249999997,-95.17658625
TX,San Jacinto,Republican,John Kasich,0.018000000000000002,30.663025249999997,-95.17658625
TX,San Jacinto,Democrat,Hillary Clinton,0.72,30.663025249999997,-95.17658625
TX,San Jacinto,Democrat,Bernie Sanders,0.248,30.663025249999997,-95.17658625
TX,San Patricio,Republican,Ted Cruz,0.433,27.9554504,-97.4478119
TX,San Patricio,Republican,Donald Trump,0.319,27.9554504,-97.4478119
TX,San Patricio,Republican,Marco Rubio,0.146,27.9554504,-97.4478119
TX,San Patricio,Republican,John Kasich,0.037000000000000005,27.9554504,-97.4478119
TX,San Patricio,Republican,Ben Carson,0.033,27.9554504,-97.4478119
TX,San Patricio,Democrat,Hillary Clinton,0.732,27.9554504,-97.4478119
TX,San Patricio,Democrat,Bernie Sanders,0.236,27.9554504,-97.4478119
TX,San Saba,Republican,Ted Cruz,0.4920000000000001,31.159260666666665,-98.78215866666666
TX,San Saba,Republican,Donald Trump,0.299,31.159260666666665,-98.78215866666666
TX,San Saba,Republican,Marco Rubio,0.097,31.159260666666665,-98.78215866666666
TX,San Saba,Republican,Ben Carson,0.049,31.159260666666665,-98.78215866666666
TX,San Saba,Republican,John Kasich,0.024,31.159260666666665,-98.78215866666666
TX,San Saba,Democrat,Hillary Clinton,0.674,31.159260666666665,-98.78215866666666
TX,San Saba,Democrat,Bernie Sanders,0.314,31.159260666666665,-98.78215866666666
TX,Schleicher,Republican,Ted Cruz,0.518,30.912772999999998,-100.676722
TX,Schleicher,Republican,Donald Trump,0.233,30.912772999999998,-100.676722
TX,Schleicher,Republican,Marco Rubio,0.125,30.912772999999998,-100.676722
TX,Schleicher,Republican,Ben Carson,0.07200000000000001,30.912772999999998,-100.676722
TX,Schleicher,Republican,John Kasich,0.023,30.912772999999998,-100.676722
TX,Schleicher,Democrat,Hillary Clinton,0.644,30.912772999999998,-100.676722
TX,Schleicher,Democrat,Bernie Sanders,0.267,30.912772999999998,-100.676722
TX,Scurry,Republican,Ted Cruz,0.448,32.73440233333333,-100.94511033333333
TX,Scurry,Republican,Donald Trump,0.275,32.73440233333333,-100.94511033333333
TX,Scurry,Republican,Marco Rubio,0.13699999999999998,32.73440233333333,-100.94511033333333
TX,Scurry,Republican,Ben Carson,0.056,32.73440233333333,-100.94511033333333
TX,Scurry,Republican,John Kasich,0.026,32.73440233333333,-100.94511033333333
TX,Scurry,Democrat,Hillary Clinton,0.616,32.73440233333333,-100.94511033333333
TX,Scurry,Democrat,Bernie Sanders,0.34,32.73440233333333,-100.94511033333333
TX,Shackelford,Republican,Ted Cruz,0.484,32.6962355,-99.204843
TX,Shackelford,Republican,Donald Trump,0.314,32.6962355,-99.204843
TX,Shackelford,Republican,Marco Rubio,0.084,32.6962355,-99.204843
TX,Shackelford,Republican,Ben Carson,0.046,32.6962355,-99.204843
TX,Shackelford,Republican,John Kasich,0.022,32.6962355,-99.204843
TX,Shackelford,Democrat,Hillary Clinton,0.5,32.6962355,-99.204843
TX,Shackelford,Democrat,Bernie Sanders,0.467,32.6962355,-99.204843
TX,Shelby,Republican,Ted Cruz,0.514,31.875144,-94.22416619999998
TX,Shelby,Republican,Donald Trump,0.321,31.875144,-94.22416619999998
TX,Shelby,Republican,Marco Rubio,0.075,31.875144,-94.22416619999998
TX,Shelby,Republican,Ben Carson,0.04,31.875144,-94.22416619999998
TX,Shelby,Republican,John Kasich,0.02,31.875144,-94.22416619999998
TX,Shelby,Democrat,Hillary Clinton,0.778,31.875144,-94.22416619999998
TX,Shelby,Democrat,Bernie Sanders,0.202,31.875144,-94.22416619999998
TX,Sherman,Republican,Ted Cruz,0.56,36.340796000000005,-102.073587
TX,Sherman,Republican,Donald Trump,0.243,36.340796000000005,-102.073587
TX,Sherman,Republican,Marco Rubio,0.114,36.340796000000005,-102.073587
TX,Sherman,Republican,Ben Carson,0.045,36.340796000000005,-102.073587
TX,Sherman,Republican,John Kasich,0.016,36.340796000000005,-102.073587
TX,Sherman,Democrat,Hillary Clinton,0.613,36.340796000000005,-102.073587
TX,Sherman,Democrat,Bernie Sanders,0.258,36.340796000000005,-102.073587
TX,Smith,Republican,Ted Cruz,0.547,32.35261222727273,-95.27375
TX,Smith,Republican,Donald Trump,0.206,32.35261222727273,-95.27375
TX,Smith,Republican,Marco Rubio,0.14300000000000002,32.35261222727273,-95.27375
TX,Smith,Republican,Ben Carson,0.049,32.35261222727273,-95.27375
TX,Smith,Republican,John Kasich,0.033,32.35261222727273,-95.27375
TX,Smith,Democrat,Hillary Clinton,0.736,32.35261222727273,-95.27375
TX,Smith,Democrat,Bernie Sanders,0.254,32.35261222727273,-95.27375
TX,Somervell,Republican,Ted Cruz,0.484,32.24321633333333,-97.72054333333334
TX,Somervell,Republican,Donald Trump,0.281,32.24321633333333,-97.72054333333334
TX,Somervell,Republican,Marco Rubio,0.126,32.24321633333333,-97.72054333333334
TX,Somervell,Republican,Ben Carson,0.037000000000000005,32.24321633333333,-97.72054333333334
TX,Somervell,Republican,John Kasich,0.021,32.24321633333333,-97.72054333333334
TX,Somervell,Democrat,Hillary Clinton,0.508,32.24321633333333,-97.72054333333334
TX,Somervell,Democrat,Bernie Sanders,0.485,32.24321633333333,-97.72054333333334
TX,Starr,Republican,Ted Cruz,0.48,26.496416111111113,-98.80002744444444
TX,Starr,Republican,Donald Trump,0.228,26.496416111111113,-98.80002744444444
TX,Starr,Republican,Marco Rubio,0.205,26.496416111111113,-98.80002744444444
TX,Starr,Republican,Ben Carson,0.039,26.496416111111113,-98.80002744444444
TX,Starr,Republican,John Kasich,0.016,26.496416111111113,-98.80002744444444
TX,Starr,Democrat,Hillary Clinton,0.778,26.496416111111113,-98.80002744444444
TX,Starr,Democrat,Bernie Sanders,0.183,26.496416111111113,-98.80002744444444
TX,Stephens,Republican,Ted Cruz,0.41,32.7423715,-98.795297
TX,Stephens,Republican,Donald Trump,0.363,32.7423715,-98.795297
TX,Stephens,Republican,Marco Rubio,0.08800000000000001,32.7423715,-98.795297
TX,Stephens,Republican,Ben Carson,0.051,32.7423715,-98.795297
TX,Stephens,Republican,John Kasich,0.021,32.7423715,-98.795297
TX,Stephens,Democrat,Hillary Clinton,0.556,32.7423715,-98.795297
TX,Stephens,Democrat,Bernie Sanders,0.4320000000000001,32.7423715,-98.795297
TX,Sterling,Republican,Ted Cruz,0.414,31.882996999999996,-101.030277
TX,Sterling,Republican,Donald Trump,0.284,31.882996999999996,-101.030277
TX,Sterling,Republican,Marco Rubio,0.162,31.882996999999996,-101.030277
TX,Sterling,Republican,Ben Carson,0.084,31.882996999999996,-101.030277
TX,Sterling,Republican,John Kasich,0.015,31.882996999999996,-101.030277
TX,Sterling,Democrat,Hillary Clinton,0.5,31.882996999999996,-101.030277
TX,Sterling,Democrat,Bernie Sanders,0.4,31.882996999999996,-101.030277
TX,Stonewall,Republican,Ted Cruz,0.513,33.159287,-100.23949150000001
TX,Stonewall,Republican,Donald Trump,0.316,33.159287,-100.23949150000001
TX,Stonewall,Republican,Marco Rubio,0.098,33.159287,-100.23949150000001
TX,Stonewall,Republican,Ben Carson,0.029,33.159287,-100.23949150000001
TX,Stonewall,Republican,John Kasich,0.022,33.159287,-100.23949150000001
TX,Stonewall,Democrat,Hillary Clinton,0.578,33.159287,-100.23949150000001
TX,Stonewall,Democrat,Bernie Sanders,0.353,33.159287,-100.23949150000001
TX,Sutton,Republican,Ted Cruz,0.388,30.579386,-100.67142199999999
TX,Sutton,Republican,Donald Trump,0.256,30.579386,-100.67142199999999
TX,Sutton,Republican,Marco Rubio,0.163,30.579386,-100.67142199999999
TX,Sutton,Republican,Ben Carson,0.051,30.579386,-100.67142199999999
TX,Sutton,Republican,John Kasich,0.037000000000000005,30.579386,-100.67142199999999
TX,Sutton,Democrat,Hillary Clinton,0.6920000000000001,30.579386,-100.67142199999999
TX,Sutton,Democrat,Bernie Sanders,0.256,30.579386,-100.67142199999999
TX,Swisher,Republican,Ted Cruz,0.486,34.55393466666666,-101.80364733333333
TX,Swisher,Republican,Donald Trump,0.253,34.55393466666666,-101.80364733333333
TX,Swisher,Republican,Marco Rubio,0.107,34.55393466666666,-101.80364733333333
TX,Swisher,Republican,Ben Carson,0.093,34.55393466666666,-101.80364733333333
TX,Swisher,Republican,John Kasich,0.023,34.55393466666666,-101.80364733333333
TX,Swisher,Democrat,Hillary Clinton,0.605,34.55393466666666,-101.80364733333333
TX,Swisher,Democrat,Bernie Sanders,0.335,34.55393466666666,-101.80364733333333
TX,Tarrant,Republican,Ted Cruz,0.416,32.79564925000002,-97.27495245833335
TX,Tarrant,Republican,Donald Trump,0.262,32.79564925000002,-97.27495245833335
TX,Tarrant,Republican,Marco Rubio,0.204,32.79564925000002,-97.27495245833335
TX,Tarrant,Republican,Ben Carson,0.047,32.79564925000002,-97.27495245833335
TX,Tarrant,Republican,John Kasich,0.045,32.79564925000002,-97.27495245833335
TX,Tarrant,Democrat,Hillary Clinton,0.6509999999999999,32.79564925000002,-97.27495245833335
TX,Tarrant,Democrat,Bernie Sanders,0.342,32.79564925000002,-97.27495245833335
TX,Taylor,Republican,Ted Cruz,0.457,32.34940961111111,-99.8452753888889
TX,Taylor,Republican,Donald Trump,0.229,32.34940961111111,-99.8452753888889
TX,Taylor,Republican,Marco Rubio,0.171,32.34940961111111,-99.8452753888889
TX,Taylor,Republican,Ben Carson,0.061,32.34940961111111,-99.8452753888889
TX,Taylor,Republican,John Kasich,0.04,32.34940961111111,-99.8452753888889
TX,Taylor,Democrat,Hillary Clinton,0.546,32.34940961111111,-99.8452753888889
TX,Taylor,Democrat,Bernie Sanders,0.434,32.34940961111111,-99.8452753888889
TX,Terrell,Republican,Donald Trump,0.419,30.235774,-102.134762
TX,Terrell,Republican,Ted Cruz,0.359,30.235774,-102.134762
TX,Terrell,Republican,Marco Rubio,0.111,30.235774,-102.134762
TX,Terrell,Republican,Ben Carson,0.06,30.235774,-102.134762
TX,Terrell,Republican,John Kasich,0.009000000000000001,30.235774,-102.134762
TX,Terrell,Democrat,Hillary Clinton,0.435,30.235774,-102.134762
TX,Terrell,Democrat,Bernie Sanders,0.416,30.235774,-102.134762
TX,Terry,Republican,Ted Cruz,0.484,33.186699999999995,-102.32411533333334
TX,Terry,Republican,Donald Trump,0.258,33.186699999999995,-102.32411533333334
TX,Terry,Republican,Marco Rubio,0.133,33.186699999999995,-102.32411533333334
TX,Terry,Republican,Ben Carson,0.065,33.186699999999995,-102.32411533333334
TX,Terry,Republican,John Kasich,0.02,33.186699999999995,-102.32411533333334
TX,Terry,Democrat,Hillary Clinton,0.59,33.186699999999995,-102.32411533333334
TX,Terry,Democrat,Bernie Sanders,0.34700000000000003,33.186699999999995,-102.32411533333334
TX,Throckmorton,Republican,Ted Cruz,0.448,33.1163855,-99.09997249999999
TX,Throckmorton,Republican,Donald Trump,0.307,33.1163855,-99.09997249999999
TX,Throckmorton,Republican,Marco Rubio,0.121,33.1163855,-99.09997249999999
TX,Throckmorton,Republican,Ben Carson,0.076,33.1163855,-99.09997249999999
TX,Throckmorton,Republican,John Kasich,0.031,33.1163855,-99.09997249999999
TX,Throckmorton,Democrat,Hillary Clinton,0.619,33.1163855,-99.09997249999999
TX,Throckmorton,Democrat,Bernie Sanders,0.381,33.1163855,-99.09997249999999
TX,Titus,Republican,Ted Cruz,0.442,33.19212225,-95.00713925
TX,Titus,Republican,Donald Trump,0.313,33.19212225,-95.00713925
TX,Titus,Republican,Marco Rubio,0.123,33.19212225,-95.00713925
TX,Titus,Republican,Ben Carson,0.064,33.19212225,-95.00713925
TX,Titus,Republican,John Kasich,0.027000000000000003,33.19212225,-95.00713925
TX,Titus,Democrat,Hillary Clinton,0.701,33.19212225,-95.00713925
TX,Titus,Democrat,Bernie Sanders,0.258,33.19212225,-95.00713925
TX,Tom Green,Republican,Ted Cruz,0.433,31.407040062499995,-100.47559525
TX,Tom Green,Republican,Donald Trump,0.251,31.407040062499995,-100.47559525
TX,Tom Green,Republican,Marco Rubio,0.172,31.407040062499995,-100.47559525
TX,Tom Green,Republican,Ben Carson,0.067,31.407040062499995,-100.47559525
TX,Tom Green,Republican,John Kasich,0.04,31.407040062499995,-100.47559525
TX,Tom Green,Democrat,Hillary Clinton,0.5589999999999999,31.407040062499995,-100.47559525
TX,Tom Green,Democrat,Bernie Sanders,0.418,31.407040062499995,-100.47559525
TX,Travis,Republican,Ted Cruz,0.304,30.315176047058863,-97.75609238823525
TX,Travis,Republican,Marco Rubio,0.293,30.315176047058863,-97.75609238823525
TX,Travis,Republican,Donald Trump,0.253,30.315176047058863,-97.75609238823525
TX,Travis,Republican,John Kasich,0.085,30.315176047058863,-97.75609238823525
TX,Travis,Republican,Ben Carson,0.031,30.315176047058863,-97.75609238823525
TX,Travis,Democrat,Bernie Sanders,0.514,30.315176047058863,-97.75609238823525
TX,Travis,Democrat,Hillary Clinton,0.482,30.315176047058863,-97.75609238823525
TX,Trinity,Republican,Ted Cruz,0.408,31.065901166666666,-95.1683355
TX,Trinity,Republican,Donald Trump,0.396,31.065901166666666,-95.1683355
TX,Trinity,Republican,Marco Rubio,0.092,31.065901166666666,-95.1683355
TX,Trinity,Republican,Ben Carson,0.034,31.065901166666666,-95.1683355
TX,Trinity,Republican,John Kasich,0.019,31.065901166666666,-95.1683355
TX,Trinity,Democrat,Hillary Clinton,0.718,31.065901166666666,-95.1683355
TX,Trinity,Democrat,Bernie Sanders,0.252,31.065901166666666,-95.1683355
TX,Tyler,Republican,Ted Cruz,0.475,30.769032666666664,-94.38305422222223
TX,Tyler,Republican,Donald Trump,0.359,30.769032666666664,-94.38305422222223
TX,Tyler,Republican,Marco Rubio,0.081,30.769032666666664,-94.38305422222223
TX,Tyler,Republican,Ben Carson,0.034,30.769032666666664,-94.38305422222223
TX,Tyler,Republican,John Kasich,0.021,30.769032666666664,-94.38305422222223
TX,Tyler,Democrat,Hillary Clinton,0.743,30.769032666666664,-94.38305422222223
TX,Tyler,Democrat,Bernie Sanders,0.228,30.769032666666664,-94.38305422222223
TX,Upshur,Republican,Ted Cruz,0.516,32.721616499999996,-94.860335
TX,Upshur,Republican,Donald Trump,0.287,32.721616499999996,-94.860335
TX,Upshur,Republican,Marco Rubio,0.086,32.721616499999996,-94.860335
TX,Upshur,Republican,Ben Carson,0.049,32.721616499999996,-94.860335
TX,Upshur,Republican,John Kasich,0.019,32.721616499999996,-94.860335
TX,Upshur,Democrat,Hillary Clinton,0.7170000000000001,32.721616499999996,-94.860335
TX,Upshur,Democrat,Bernie Sanders,0.266,32.721616499999996,-94.860335
TX,Upton,Republican,Ted Cruz,0.444,31.251319,-102.03264266666667
TX,Upton,Republican,Donald Trump,0.262,31.251319,-102.03264266666667
TX,Upton,Republican,Marco Rubio,0.165,31.251319,-102.03264266666667
TX,Upton,Republican,Ben Carson,0.063,31.251319,-102.03264266666667
TX,Upton,Republican,John Kasich,0.015,31.251319,-102.03264266666667
TX,Upton,Democrat,Hillary Clinton,0.5579999999999999,31.251319,-102.03264266666667
TX,Upton,Democrat,Bernie Sanders,0.276,31.251319,-102.03264266666667
TX,Uvalde,Republican,Ted Cruz,0.46,29.29965683333333,-99.68932816666667
TX,Uvalde,Republican,Donald Trump,0.301,29.29965683333333,-99.68932816666667
TX,Uvalde,Republican,Marco Rubio,0.136,29.29965683333333,-99.68932816666667
TX,Uvalde,Republican,Ben Carson,0.06,29.29965683333333,-99.68932816666667
TX,Uvalde,Republican,John Kasich,0.019,29.29965683333333,-99.68932816666667
TX,Uvalde,Democrat,Hillary Clinton,0.633,29.29965683333333,-99.68932816666667
TX,Uvalde,Democrat,Bernie Sanders,0.277,29.29965683333333,-99.68932816666667
TX,Val Verde,Republican,Ted Cruz,0.359,29.544937142857144,-101.03415257142855
TX,Val Verde,Republican,Donald Trump,0.312,29.544937142857144,-101.03415257142855
TX,Val Verde,Republican,Marco Rubio,0.213,29.544937142857144,-101.03415257142855
TX,Val Verde,Republican,Ben Carson,0.052000000000000005,29.544937142857144,-101.03415257142855
TX,Val Verde,Republican,John Kasich,0.029,29.544937142857144,-101.03415257142855
TX,Val Verde,Democrat,Hillary Clinton,0.657,29.544937142857144,-101.03415257142855
TX,Val Verde,Democrat,Bernie Sanders,0.284,29.544937142857144,-101.03415257142855
TX,Van Zandt,Republican,Ted Cruz,0.507,32.619248142857145,-95.81349271428572
TX,Van Zandt,Republican,Donald Trump,0.299,32.619248142857145,-95.81349271428572
TX,Van Zandt,Republican,Marco Rubio,0.103,32.619248142857145,-95.81349271428572
TX,Van Zandt,Republican,Ben Carson,0.047,32.619248142857145,-95.81349271428572
TX,Van Zandt,Republican,John Kasich,0.02,32.619248142857145,-95.81349271428572
TX,Van Zandt,Democrat,Hillary Clinton,0.6409999999999999,32.619248142857145,-95.81349271428572
TX,Van Zandt,Democrat,Bernie Sanders,0.335,32.619248142857145,-95.81349271428572
TX,Victoria,Republican,Ted Cruz,0.47,28.78980572727272,-96.97290709090909
TX,Victoria,Republican,Donald Trump,0.28,28.78980572727272,-96.97290709090909
TX,Victoria,Republican,Marco Rubio,0.145,28.78980572727272,-96.97290709090909
TX,Victoria,Republican,Ben Carson,0.037000000000000005,28.78980572727272,-96.97290709090909
TX,Victoria,Republican,John Kasich,0.029,28.78980572727272,-96.97290709090909
TX,Victoria,Democrat,Hillary Clinton,0.645,28.78980572727272,-96.97290709090909
TX,Victoria,Democrat,Bernie Sanders,0.327,28.78980572727272,-96.97290709090909
TX,Walker,Republican,Ted Cruz,0.455,30.75904509090909,-95.54448390909093
TX,Walker,Republican,Donald Trump,0.28800000000000003,30.75904509090909,-95.54448390909093
TX,Walker,Republican,Marco Rubio,0.14,30.75904509090909,-95.54448390909093
TX,Walker,Republican,Ben Carson,0.05,30.75904509090909,-95.54448390909093
TX,Walker,Republican,John Kasich,0.03,30.75904509090909,-95.54448390909093
TX,Walker,Democrat,Hillary Clinton,0.613,30.75904509090909,-95.54448390909093
TX,Walker,Democrat,Bernie Sanders,0.374,30.75904509090909,-95.54448390909093
TX,Waller,Republican,Ted Cruz,0.563,29.9749978,-95.99548180000001
TX,Waller,Republican,Donald Trump,0.278,29.9749978,-95.99548180000001
TX,Waller,Republican,Marco Rubio,0.09,29.9749978,-95.99548180000001
TX,Waller,Republican,Ben Carson,0.032,29.9749978,-95.99548180000001
TX,Waller,Republican,John Kasich,0.016,29.9749978,-95.99548180000001
TX,Waller,Democrat,Hillary Clinton,0.675,29.9749978,-95.99548180000001
TX,Waller,Democrat,Bernie Sanders,0.308,29.9749978,-95.99548180000001
TX,Ward,Republican,Ted Cruz,0.514,31.484912333333337,-103.09005416666668
TX,Ward,Republican,Donald Trump,0.265,31.484912333333337,-103.09005416666668
TX,Ward,Republican,Marco Rubio,0.115,31.484912333333337,-103.09005416666668
TX,Ward,Republican,Ben Carson,0.055,31.484912333333337,-103.09005416666668
TX,Ward,Republican,John Kasich,0.018000000000000002,31.484912333333337,-103.09005416666668
TX,Ward,Democrat,Hillary Clinton,0.622,31.484912333333337,-103.09005416666668
TX,Ward,Democrat,Bernie Sanders,0.299,31.484912333333337,-103.09005416666668
TX,Washington,Republican,Ted Cruz,0.524,30.216425400000002,-96.358779
TX,Washington,Republican,Donald Trump,0.232,30.216425400000002,-96.358779
TX,Washington,Republican,Marco Rubio,0.14,30.216425400000002,-96.358779
TX,Washington,Republican,Ben Carson,0.048,30.216425400000002,-96.358779
TX,Washington,Republican,John Kasich,0.029,30.216425400000002,-96.358779
TX,Washington,Democrat,Hillary Clinton,0.731,30.216425400000002,-96.358779
TX,Washington,Democrat,Bernie Sanders,0.257,30.216425400000002,-96.358779
TX,Webb,Republican,Donald Trump,0.349,27.530556909090908,-99.39275172727274
TX,Webb,Republican,Marco Rubio,0.284,27.530556909090908,-99.39275172727274
TX,Webb,Republican,Ted Cruz,0.282,27.530556909090908,-99.39275172727274
TX,Webb,Republican,Ben Carson,0.026,27.530556909090908,-99.39275172727274
TX,Webb,Republican,John Kasich,0.015,27.530556909090908,-99.39275172727274
TX,Webb,Democrat,Hillary Clinton,0.7190000000000001,27.530556909090908,-99.39275172727274
TX,Webb,Democrat,Bernie Sanders,0.239,27.530556909090908,-99.39275172727274
TX,Wharton,Republican,Ted Cruz,0.477,29.30561584615385,-96.17365015384614
TX,Wharton,Republican,Donald Trump,0.289,29.30561584615385,-96.17365015384614
TX,Wharton,Republican,Marco Rubio,0.121,29.30561584615385,-96.17365015384614
TX,Wharton,Republican,Ben Carson,0.032,29.30561584615385,-96.17365015384614
TX,Wharton,Republican,John Kasich,0.023,29.30561584615385,-96.17365015384614
TX,Wharton,Democrat,Hillary Clinton,0.7859999999999999,29.30561584615385,-96.17365015384614
TX,Wharton,Democrat,Bernie Sanders,0.182,29.30561584615385,-96.17365015384614
TX,Wheeler,Republican,Ted Cruz,0.472,35.4317866,-100.27821420000001
TX,Wheeler,Republican,Donald Trump,0.318,35.4317866,-100.27821420000001
TX,Wheeler,Republican,Marco Rubio,0.085,35.4317866,-100.27821420000001
TX,Wheeler,Republican,Ben Carson,0.061,35.4317866,-100.27821420000001
TX,Wheeler,Republican,John Kasich,0.027000000000000003,35.4317866,-100.27821420000001
TX,Wheeler,Democrat,Hillary Clinton,0.597,35.4317866,-100.27821420000001
TX,Wheeler,Democrat,Bernie Sanders,0.371,35.4317866,-100.27821420000001
TX,Wichita,Republican,Ted Cruz,0.445,33.945455769230776,-98.58292692307693
TX,Wichita,Republican,Donald Trump,0.266,33.945455769230776,-98.58292692307693
TX,Wichita,Republican,Marco Rubio,0.16899999999999998,33.945455769230776,-98.58292692307693
TX,Wichita,Republican,Ben Carson,0.059,33.945455769230776,-98.58292692307693
TX,Wichita,Republican,John Kasich,0.032,33.945455769230776,-98.58292692307693
TX,Wichita,Democrat,Hillary Clinton,0.552,33.945455769230776,-98.58292692307693
TX,Wichita,Democrat,Bernie Sanders,0.435,33.945455769230776,-98.58292692307693
TX,Wilbarger,Republican,Ted Cruz,0.389,34.1816752,-99.2009354
TX,Wilbarger,Republican,Donald Trump,0.307,34.1816752,-99.2009354
TX,Wilbarger,Republican,Marco Rubio,0.14,34.1816752,-99.2009354
TX,Wilbarger,Republican,Ben Carson,0.07200000000000001,34.1816752,-99.2009354
TX,Wilbarger,Republican,John Kasich,0.033,34.1816752,-99.2009354
TX,Wilbarger,Democrat,Hillary Clinton,0.615,34.1816752,-99.2009354
TX,Wilbarger,Democrat,Bernie Sanders,0.339,34.1816752,-99.2009354
TX,Willacy,Republican,Ted Cruz,0.362,26.456745,-97.63664283333334
TX,Willacy,Republican,Donald Trump,0.359,26.456745,-97.63664283333334
TX,Willacy,Republican,Marco Rubio,0.199,26.456745,-97.63664283333334
TX,Willacy,Republican,Ben Carson,0.024,26.456745,-97.63664283333334
TX,Willacy,Republican,John Kasich,0.018000000000000002,26.456745,-97.63664283333334
TX,Willacy,Democrat,Hillary Clinton,0.701,26.456745,-97.63664283333334
TX,Willacy,Democrat,Bernie Sanders,0.222,26.456745,-97.63664283333334
TX,Williamson,Republican,Ted Cruz,0.355,30.633381560000004,-97.61065560000002
TX,Williamson,Republican,Donald Trump,0.257,30.633381560000004,-97.61065560000002
TX,Williamson,Republican,Marco Rubio,0.219,30.633381560000004,-97.61065560000002
TX,Williamson,Republican,John Kasich,0.057,30.633381560000004,-97.61065560000002
TX,Williamson,Republican,Ben Carson,0.041,30.633381560000004,-97.61065560000002
TX,Williamson,Democrat,Hillary Clinton,0.527,30.633381560000004,-97.61065560000002
TX,Williamson,Democrat,Bernie Sanders,0.467,30.633381560000004,-97.61065560000002
TX,Wilson,Republican,Ted Cruz,0.511,29.22685283333333,-98.03052916666667
TX,Wilson,Republican,Donald Trump,0.285,29.22685283333333,-98.03052916666667
TX,Wilson,Republican,Marco Rubio,0.12,29.22685283333333,-98.03052916666667
TX,Wilson,Republican,Ben Carson,0.037000000000000005,29.22685283333333,-98.03052916666667
TX,Wilson,Republican,John Kasich,0.019,29.22685283333333,-98.03052916666667
TX,Wilson,Democrat,Hillary Clinton,0.7140000000000001,29.22685283333333,-98.03052916666667
TX,Wilson,Democrat,Bernie Sanders,0.268,29.22685283333333,-98.03052916666667
TX,Winkler,Republican,Ted Cruz,0.385,31.781836000000002,-103.134624
TX,Winkler,Republican,Donald Trump,0.327,31.781836000000002,-103.134624
TX,Winkler,Republican,Marco Rubio,0.136,31.781836000000002,-103.134624
TX,Winkler,Republican,Ben Carson,0.059,31.781836000000002,-103.134624
TX,Winkler,Republican,John Kasich,0.006999999999999999,31.781836000000002,-103.134624
TX,Winkler,Democrat,Hillary Clinton,0.698,31.781836000000002,-103.134624
TX,Winkler,Democrat,Bernie Sanders,0.256,31.781836000000002,-103.134624
TX,Wise,Republican,Ted Cruz,0.4970000000000001,33.2096552,-97.6171462
TX,Wise,Republican,Donald Trump,0.314,33.2096552,-97.6171462
TX,Wise,Republican,Marco Rubio,0.103,33.2096552,-97.6171462
TX,Wise,Republican,Ben Carson,0.044,33.2096552,-97.6171462
TX,Wise,Republican,John Kasich,0.017,33.2096552,-97.6171462
TX,Wise,Democrat,Hillary Clinton,0.562,33.2096552,-97.6171462
TX,Wise,Democrat,Bernie Sanders,0.418,33.2096552,-97.6171462
TX,Wood,Republican,Ted Cruz,0.482,32.79614471428572,-95.45169314285714
TX,Wood,Republican,Donald Trump,0.31,32.79614471428572,-95.45169314285714
TX,Wood,Republican,Marco Rubio,0.115,32.79614471428572,-95.45169314285714
TX,Wood,Republican,Ben Carson,0.041,32.79614471428572,-95.45169314285714
TX,Wood,Republican,John Kasich,0.025,32.79614471428572,-95.45169314285714
TX,Wood,Democrat,Hillary Clinton,0.687,32.79614471428572,-95.45169314285714
TX,Wood,Democrat,Bernie Sanders,0.29600000000000004,32.79614471428572,-95.45169314285714
TX,Yoakum,Republican,Ted Cruz,0.439,33.10932566666667,-102.83857466666667
TX,Yoakum,Republican,Donald Trump,0.257,33.10932566666667,-102.83857466666667
TX,Yoakum,Republican,Marco Rubio,0.14300000000000002,33.10932566666667,-102.83857466666667
TX,Yoakum,Republican,Ben Carson,0.077,33.10932566666667,-102.83857466666667
TX,Yoakum,Republican,John Kasich,0.015,33.10932566666667,-102.83857466666667
TX,Yoakum,Democrat,Bernie Sanders,0.476,33.10932566666667,-102.83857466666667
TX,Yoakum,Democrat,Hillary Clinton,0.429,33.10932566666667,-102.83857466666667
TX,Young,Republican,Ted Cruz,0.463,33.1886814,-98.67034399999999
TX,Young,Republican,Donald Trump,0.298,33.1886814,-98.67034399999999
TX,Young,Republican,Marco Rubio,0.123,33.1886814,-98.67034399999999
TX,Young,Republican,Ben Carson,0.05,33.1886814,-98.67034399999999
TX,Young,Republican,John Kasich,0.029,33.1886814,-98.67034399999999
TX,Young,Democrat,Hillary Clinton,0.586,33.1886814,-98.67034399999999
